# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.2052479075196247,2.66455746081135,-0.0010473392997338172,0,3.0,-0.003113187739321895,0.0,0.0,0.0
 0.08920192849642143,2.2171833835888517,2.664557242636586,-0.0010473392997338172,0.2676057854892643,3.0,-0.003113187739321895,0.0,-0.057841279547240276,0.0
 0.12581095445795282,2.2289905018920497,2.664556590445714,-0.003164852204326931,0.3774328633738584,2.9999999999999987,-0.003190036005280423,0.0,-0.07704146522566836,0.0
 0.1536714897067949,2.2406702975724935,2.664555507738864,-0.005311268661869106,0.46101446912038463,3.0,-0.003268850842968523,0.0,-0.093396227169836,0.0
 0.1769668489155716,2.252223805773456,2.6645539980161654,-0.0074869673225349456,0.5309005467467147,2.9999999999999987,-0.0033496819516828434,0.0,-0.10834232254214572,0.0
 0.1973223326622936,2.2636520616382128,2.6645520647777494,-0.009692327708123704,0.5919669979868807,2.9999999999999987,-0.003432574652828682,0.0,-0.12247692474680515,0.0
 0.21557395230362225,2.274956100310038,2.6645497115237444,-0.011927729953442025,0.6467218569108667,3.000000000000003,-0.0035175696718494766,0.0,-0.13611953618816514,0.0
 0.23221979578687146,2.2861369569322063,2.664546941754281,-0.0141935544478427,0.6966593873606143,2.9999999999999964,-0.0036047197081298826,0.0,-0.14946591593408345,0.0
 0.24758535296841952,2.297195666647992,2.6645437589694887,-0.016490181525820314,0.7427560589052585,3.0000000000000053,-0.0036940701407410974,0.0,-0.1626470536895935,0.0
 0.2618973832748784,2.308133264600669,2.6645401666694983,-0.018817991087482017,0.7856921498246351,2.9999999999999982,-0.0037856643699735243,0.0,-0.17575633568618523,0.0
 0.27532148617099034,2.3189507859335126,2.6645361683544393,-0.021177362222376962,0.825964458512971,3.0,-0.0038795551822223334,0.0,-0.18886365288457138,0.0
 0.2879830572360478,2.3296492657897967,2.664531767524441,-0.0235686727849813,0.8639491717081433,3.0000000000000044,-0.003975784829592514,0.0,-0.20202338703790906,0.0
 0.29997981764807435,2.3402297393127958,2.6645269676796337,-0.02599229895690121,0.8999394529442231,3.0,-0.004074399138023853,0.0,-0.2152792316287005,0.0
 0.31138972378361246,2.3506932416457844,2.6645217723201475,-0.028448614782715452,0.9341691713508374,3.000000000000005,-0.004175453519216055,0.0,-0.2286672533749279,0.0
 0.322276183742879,2.361040807932037,2.664516184946112,-0.030937991680577055,0.966828551228637,3.0,-0.004278986562354886,0.0,-0.24221791415837243,0.0
 0.3326916240199668,2.3712734733148277,2.664510209057658,-0.03346079789953437,0.9980748720599005,3.0,-0.004385049254710124,0.0,-0.25595745738527964,0.0
 0.3426800029779681,2.3813922729374313,2.664503848154914,-0.036017397981025004,1.0280400089339043,3.0000000000000058,-0.004493684276966374,0.0,-0.26990887625895754,0.0
 0.352278628303236,2.391398241943122,2.6644971057380102,-0.03860815215619883,1.0568358849097081,3.0000000000000115,-0.004604937799597159,0.0,-0.2840926106984666,0.0
 0.3615195006570718,2.401292415475175,2.6644899853070774,-0.041233415708331334,1.0845585019712154,2.999999999999982,-0.004718859587232948,0.0,-0.29852706255356554,0.0
 0.37043032642732826,2.4110758286768634,2.664482490362245,-0.043893538350452614,1.1112909792819847,2.9999999999999876,-0.004835487521862288,0.0,-0.31322896653856996,0.0
 0.37903529415100146,2.4207495166914623,2.6644746244036424,-0.046588863497636517,1.1371058824530043,2.9999999999999933,-0.0049548658545976645,0.0,-0.32821367578963767,0.0
 0.3873556787868573,2.4303145146622462,2.6644663909314006,-0.04931972752295438,1.1620670363605716,2.9999999999999867,-0.005077035915639895,0.0,-0.3434953820060409,0.0
 0.39541031837049634,2.4397718577324894,2.664457793445649,-0.05208645902365746,1.186230955111489,3.0000000000000138,-0.005202039113176283,0.0,-0.359087267644583,0.0
 0.4032159945692023,2.4491225810454664,2.6644488354465166,-0.054889377961969146,1.2096479837076068,3.0,-0.005329910389414843,0.0,-0.3750016348600221,0.0
 0.4107877398416669,2.4583677197444516,2.6644395204341342,-0.057728794817887,1.2323632195250007,3.000000000000022,-0.0054606909151056204,0.0,-0.39124999728214477,0.0
 0.4181390878229244,2.4675083089727194,2.664429851908632,-0.06060500969557411,1.2544172634687734,3.0000000000000075,-0.0055944118077302625,0.0,-0.40784314478445455,0.0
 0.425282279278286,2.4765453838735447,2.664419833370139,-0.06351831136252623,1.275846837834858,2.9999999999999845,-0.005731110236997094,0.0,-0.4247911931753109,0.0
 0.43222843291568147,2.4854799795902007,2.6644094683187864,-0.06646897625413448,1.2966852987470445,3.000000000000016,-0.005870806057298404,0.0,-0.4421036169514556,0.0
 0.4389876881321008,2.494313131265963,2.6643987602547026,-0.06945726743321146,1.3169630643963026,3.000000000000008,-0.006013531495266269,0.0,-0.4597892643645764,0.0
 0.4455693251436845,2.5030458740441057,2.664387712678018,-0.0724834334730822,1.3367079754310538,3.0000000000000084,-0.00615931106605206,0.0,-0.47785637096573685,0.0
 0.45198186673969376,2.511679243067903,2.6643763290888636,-0.075547707328818,1.3559456002190815,3.0,-0.0063081576115584775,0.0,-0.49631255741186453,0.0
 0.4582331649908966,2.52021427348063,2.6643646129873675,-0.07865030515101681,1.37469949497269,3.0,-0.006460096206634656,0.0,-0.5151648072623968,0.0
